laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN2204300000000,22,043,"Grant Parish, LA",2014,8352,7757,595,7.100000
CN2204500000000,22,045,"Iberia Parish, LA",2014,32992,30923,2069,6.300000
CN2204700000000,22,047,"Iberville Parish, LA",2014,14536,13398,1138,7.800000
CN2204900000000,22,049,"Jackson Parish, LA",2014,7253,6821,432,6.000000
CN2205100000000,22,051,"Jefferson Parish, LA",2014,219986,206825,13161,6.000000
CN2205300000000,22,053,"Jefferson Davis Parish, LA",2014,13603,12801,802,5.900000
CN2205500000000,22,055,"Lafayette Parish, LA",2014,121654,115656,5998,4.900000
CN2205700000000,22,057,"Lafourche Parish, LA",2014,48594,46256,2338,4.800000
CN2205900000000,22,059,"LaSalle Parish, LA",2014,6780,6432,348,5.100000
CN2206100000000,22,061,"Lincoln Parish, LA",2014,19865,18308,1557,7.800000
CN2206300000000,22,063,"Livingston Parish, LA",2014,66433,62776,3657,5.500000
CN2206500000000,22,065,"Madison Parish, LA",2014,3907,3466,441,11.300000
CN2206700000000,22,067,"Morehouse Parish, LA",2014,11270,10000,1270,11.300000
CN2206900000000,22,069,"Natchitoches Parish, LA",2014,16325,15018,1307,8.000000
CN2207100000000,22,071,"Orleans Parish, LA",2014,178535,166019,12516,7.000000
CN2207300000000,22,073,"Ouachita Parish, LA",2014,72457,67414,5043,7.000000
CN2207500000000,22,075,"Plaquemines Parish, LA",2014,10398,9804,594,5.700000
CN2207700000000,22,077,"Pointe Coupee Parish, LA",2014,10246,9531,715,7.000000
CN2207900000000,22,079,"Rapides Parish, LA",2014,58646,54742,3904,6.700000
CN2208100000000,22,081,"Red River Parish, LA",2014,4047,3751,296,7.300000
CN2208300000000,22,083,"Richland Parish, LA",2014,8784,8036,748,8.500000
CN2208500000000,22,085,"Sabine Parish, LA",2014,9271,8662,609,6.600000
CN2208700000000,22,087,"St. Bernard Parish, LA",2014,19032,17712,1320,6.900000
CN2208900000000,22,089,"St. Charles Parish, LA",2014,25701,24138,1563,6.100000
CN2209100000000,22,091,"St. Helena Parish, LA",2014,4686,4222,464,9.900000
CN2209300000000,22,093,"St. James Parish, LA",2014,9913,9074,839,8.500000
CN2209500000000,22,095,"St. John the Baptist Parish, LA",2014,20566,18968,1598,7.800000
CN2209700000000,22,097,"St. Landry Parish, LA",2014,34223,31639,2584,7.600000
CN2209900000000,22,099,"St. Martin Parish, LA",2014,24835,23415,1420,5.700000
CN2210100000000,22,101,"St. Mary Parish, LA",2014,25555,23938,1617,6.300000
CN2210300000000,22,103,"St. Tammany Parish, LA",2014,114591,108112,6479,5.700000
CN2210500000000,22,105,"Tangipahoa Parish, LA",2014,54165,50104,4061,7.500000
CN2210700000000,22,107,"Tensas Parish, LA",2014,1802,1633,169,9.400000
CN2210900000000,22,109,"Terrebonne Parish, LA",2014,55001,52335,2666,4.800000
CN2211100000000,22,111,"Union Parish, LA",2014,9355,8658,697,7.500000
CN2211300000000,22,113,"Vermilion Parish, LA",2014,26725,25238,1487,5.600000
CN2211500000000,22,115,"Vernon Parish, LA",2014,17615,16132,1483,8.400000
CN2211700000000,22,117,"Washington Parish, LA",2014,17077,15728,1349,7.900000
CN2211900000000,22,119,"Webster Parish, LA",2014,15770,14442,1328,8.400000
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2014,12756,12010,746,5.800000
CN2212300000000,22,123,"West Carroll Parish, LA",2014,4289,3734,555,12.900000
CN2212500000000,22,125,"West Feliciana Parish, LA",2014,5436,5120,316,5.800000
CN2212700000000,22,127,"Winn Parish, LA",2014,5470,5065,405,7.400000
CN2300100000000,23,001,"Androscoggin County, ME",2014,56165,53095,3070,5.500000
CN2300300000000,23,003,"Aroostook County, ME",2014,33120,30587,2533,7.600000
CN2300500000000,23,005,"Cumberland County, ME",2014,159417,152357,7060,4.400000
CN2300700000000,23,007,"Franklin County, ME",2014,15086,14084,1002,6.600000
CN2300900000000,23,009,"Hancock County, ME",2014,29849,27760,2089,7.000000
CN2301100000000,23,011,"Kennebec County, ME",2014,63515,60077,3438,5.400000
CN2301300000000,23,013,"Knox County, ME",2014,20735,19661,1074,5.200000
CN2301500000000,23,015,"Lincoln County, ME",2014,17267,16246,1021,5.900000
CN2301700000000,23,017,"Oxford County, ME",2014,27512,25588,1924,7.000000
CN2301900000000,23,019,"Penobscot County, ME",2014,79253,74325,4928,6.200000
CN2302100000000,23,021,"Piscataquis County, ME",2014,7769,7187,582,7.500000
CN2302300000000,23,023,"Sagadahoc County, ME",2014,19163,18275,888,4.600000
CN2302500000000,23,025,"Somerset County, ME",2014,24520,22575,1945,7.900000
CN2302700000000,23,027,"Waldo County, ME",2014,20902,19622,1280,6.100000
CN2302900000000,23,029,"Washington County, ME",2014,14567,13345,1222,8.400000
CN2303100000000,23,031,"York County, ME",2014,110083,104271,5812,5.300000
CN2400100000000,24,001,"Allegany County, MD",2014,33125,30701,2424,7.300000
CN2400300000000,24,003,"Anne Arundel County, MD",2014,295723,280492,15231,5.200000
CN2400500000000,24,005,"Baltimore County, MD",2014,440393,413083,27310,6.200000
CN2400900000000,24,009,"Calvert County, MD",2014,47581,45078,2503,5.300000
CN2401100000000,24,011,"Caroline County, MD",2014,17487,16381,1106,6.300000
CN2401300000000,24,013,"Carroll County, MD",2014,92613,88090,4523,4.900000
CN2401500000000,24,015,"Cecil County, MD",2014,52078,48665,3413,6.600000
CN2401700000000,24,017,"Charles County, MD",2014,79850,75356,4494,5.600000
CN2401900000000,24,019,"Dorchester County, MD",2014,15820,14476,1344,8.500000
CN2402100000000,24,021,"Frederick County, MD",2014,127636,121138,6498,5.100000
CN2402300000000,24,023,"Garrett County, MD",2014,15458,14389,1069,6.900000
CN2402500000000,24,025,"Harford County, MD",2014,135057,127256,7801,5.800000
CN2402700000000,24,027,"Howard County, MD",2014,171079,163556,7523,4.400000
CN2402900000000,24,029,"Kent County, MD",2014,10190,9525,665,6.500000
CN2403100000000,24,031,"Montgomery County, MD",2014,540128,516420,23708,4.400000
CN2403300000000,24,033,"Prince George's County, MD",2014,482279,453982,28297,5.900000
CN2403500000000,24,035,"Queen Anne's County, MD",2014,26258,24906,1352,5.100000
CN2403700000000,24,037,"St. Mary's County, MD",2014,53908,50995,2913,5.400000
CN2403900000000,24,039,"Somerset County, MD",2014,9461,8563,898,9.500000
CN2404100000000,24,041,"Talbot County, MD",2014,19102,18023,1079,5.600000
CN2404300000000,24,043,"Washington County, MD",2014,76251,71268,4983,6.500000
CN2404500000000,24,045,"Wicomico County, MD",2014,49856,46055,3801,7.600000
CN2404700000000,24,047,"Worcester County, MD",2014,25658,22756,2902,11.300000
CN2451000000000,24,510,"Baltimore city, MD",2014,294340,268824,25516,8.700000
CN2500100000000,25,001,"Barnstable County, MA",2014,111763,103930,7833,7.000000
CN2500300000000,25,003,"Berkshire County, MA",2014,66116,61826,4290,6.500000
CN2500500000000,25,005,"Bristol County, MA",2014,288918,267712,21206,7.300000
CN2500700000000,25,007,"Dukes County, MA",2014,9412,8674,738,7.800000
CN2500900000000,25,009,"Essex County, MA",2014,403201,379137,24064,6.000000
CN2501100000000,25,011,"Franklin County, MA",2014,39558,37477,2081,5.300000
CN2501300000000,25,013,"Hampden County, MA",2014,222549,205148,17401,7.800000
CN2501500000000,25,015,"Hampshire County, MA",2014,86287,81945,4342,5.000000
CN2501700000000,25,017,"Middlesex County, MA",2014,851640,812047,39593,4.600000
CN2501900000000,25,019,"Nantucket County/town, MA",2014,6846,6423,423,6.200000
CN2502100000000,25,021,"Norfolk County, MA",2014,367341,348995,18346,5.000000
CN2502300000000,25,023,"Plymouth County, MA",2014,266550,250467,16083,6.000000
CN2502500000000,25,025,"Suffolk County, MA",2014,411889,389822,22067,5.400000
CN2502700000000,25,027,"Worcester County, MA",2014,425404,399062,26342,6.200000
CN2600100000000,26,001,"Alcona County, MI",2014,3836,3435,401,10.500000
CN2600300000000,26,003,"Alger County, MI",2014,3315,2975,340,10.300000
CN2600500000000,26,005,"Allegan County, MI",2014,59466,56253,3213,5.400000
CN2600700000000,26,007,"Alpena County, MI",2014,13527,12460,1067,7.900000
CN2600900000000,26,009,"Antrim County, MI",2014,10080,9132,948,9.400000
CN2601100000000,26,011,"Arenac County, MI",2014,6453,5753,700,10.800000
CN2601300000000,26,013,"Baraga County, MI",2014,3494,3110,384,11.000000
CN2601500000000,26,015,"Barry County, MI",2014,30154,28539,1615,5.400000
CN2601700000000,26,017,"Bay County, MI",2014,53296,49488,3808,7.100000
CN2601900000000,26,019,"Benzie County, MI",2014,8735,7997,738,8.400000
CN2602100000000,26,021,"Berrien County, MI",2014,73339,68413,4926,6.700000
CN2602300000000,26,023,"Branch County, MI",2014,19265,18001,1264,6.600000
CN2602500000000,26,025,"Calhoun County, MI",2014,64096,60083,4013,6.300000
CN2602700000000,26,027,"Cass County, MI",2014,23982,22399,1583,6.600000
CN2602900000000,26,029,"Charlevoix County, MI",2014,13115,12061,1054,8.000000
CN2603100000000,26,031,"Cheboygan County, MI",2014,10685,9568,1117,10.500000
CN2603300000000,26,033,"Chippewa County, MI",2014,16868,15277,1591,9.400000
CN2603500000000,26,035,"Clare County, MI",2014,11891,10735,1156,9.700000
CN2603700000000,26,037,"Clinton County, MI",2014,39655,37675,1980,5.000000
CN2603900000000,26,039,"Crawford County, MI",2014,5371,4868,503,9.400000
CN2604100000000,26,041,"Delta County, MI",2014,17530,16078,1452,8.300000
CN2604300000000,26,043,"Dickinson County, MI",2014,12968,12106,862,6.600000
CN2604500000000,26,045,"Eaton County, MI",2014,56133,52953,3180,5.700000
CN2604700000000,26,047,"Emmet County, MI",2014,17960,16276,1684,9.400000
CN2604900000000,26,049,"Genesee County, MI",2014,184458,170159,14299,7.800000
CN2605100000000,26,051,"Gladwin County, MI",2014,10045,9124,921,9.200000
CN2605300000000,26,053,"Gogebic County, MI",2014,6750,6160,590,8.700000
CN2605500000000,26,055,"Grand Traverse County, MI",2014,47880,45049,2831,5.900000
CN2605700000000,26,057,"Gratiot County, MI",2014,18509,17195,1314,7.100000
CN2605900000000,26,059,"Hillsdale County, MI",2014,20452,19011,1441,7.000000
CN2606100000000,26,061,"Houghton County, MI",2014,16934,15671,1263,7.500000
CN2606300000000,26,063,"Huron County, MI",2014,16630,15491,1139,6.800000
CN2606500000000,26,065,"Ingham County, MI",2014,145366,136616,8750,6.000000
CN2606700000000,26,067,"Ionia County, MI",2014,29210,27432,1778,6.100000
CN2606900000000,26,069,"Iosco County, MI",2014,10353,9361,992,9.600000
CN2607100000000,26,071,"Iron County, MI",2014,5124,4676,448,8.700000
CN2607300000000,26,073,"Isabella County, MI",2014,35459,33389,2070,5.800000
CN2607500000000,26,075,"Jackson County, MI",2014,72918,68084,4834,6.600000
CN2607700000000,26,077,"Kalamazoo County, MI",2014,127445,120362,7083,5.600000
CN2607900000000,26,079,"Kalkaska County, MI",2014,7687,6968,719,9.400000
CN2608100000000,26,081,"Kent County, MI",2014,335617,319226,16391,4.900000
CN2608300000000,26,083,"Keweenaw County, MI",2014,977,872,105,10.700000
CN2608500000000,26,085,"Lake County, MI",2014,3613,3214,399,11.000000
CN2608700000000,26,087,"Lapeer County, MI",2014,39995,36051,3944,9.900000
CN2608900000000,26,089,"Leelanau County, MI",2014,10531,9833,698,6.600000
CN2609100000000,26,091,"Lenawee County, MI",2014,48161,45075,3086,6.400000
CN2609300000000,26,093,"Livingston County, MI",2014,94929,88565,6364,6.700000
CN2609500000000,26,095,"Luce County, MI",2014,2489,2279,210,8.400000
CN2609700000000,26,097,"Mackinac County, MI",2014,5290,4709,581,11.000000
CN2609900000000,26,099,"Macomb County, MI",2014,418288,384087,34201,8.200000
CN2610100000000,26,101,"Manistee County, MI",2014,10409,9542,867,8.300000
CN2610300000000,26,103,"Marquette County, MI",2014,33842,31494,2348,6.900000
CN2610500000000,26,105,"Mason County, MI",2014,14794,13709,1085,7.300000
CN2610700000000,26,107,"Mecosta County, MI",2014,18952,17468,1484,7.800000
CN2610900000000,26,109,"Menominee County, MI",2014,11770,10977,793,6.700000
CN2611100000000,26,111,"Midland County, MI",2014,41494,38993,2501,6.000000
CN2611300000000,26,113,"Missaukee County, MI",2014,7123,6571,552,7.700000
CN2611500000000,26,115,"Monroe County, MI",2014,75701,71071,4630,6.100000
CN2611700000000,26,117,"Montcalm County, MI",2014,28003,25921,2082,7.400000
CN2611900000000,26,119,"Montmorency County, MI",2014,3191,2785,406,12.700000
CN2612100000000,26,121,"Muskegon County, MI",2014,76809,71123,5686,7.400000
CN2612300000000,26,123,"Newaygo County, MI",2014,22505,20897,1608,7.100000
CN2612500000000,26,125,"Oakland County, MI",2014,627399,584634,42765,6.800000
CN2612700000000,26,127,"Oceana County, MI",2014,12905,11635,1270,9.800000
CN2612900000000,26,129,"Ogemaw County, MI",2014,8571,7738,833,9.700000
CN2613100000000,26,131,"Ontonagon County, MI",2014,2422,2152,270,11.100000
CN2613300000000,26,133,"Osceola County, MI",2014,10168,9303,865,8.500000
CN2613500000000,26,135,"Oscoda County, MI",2014,2927,2577,350,12.000000
CN2613700000000,26,137,"Otsego County, MI",2014,11184,10288,896,8.000000
CN2613900000000,26,139,"Ottawa County, MI",2014,148812,141774,7038,4.700000
CN2614100000000,26,141,"Presque Isle County, MI",2014,5418,4729,689,12.700000
CN2614300000000,26,143,"Roscommon County, MI",2014,7990,7088,902,11.300000
CN2614500000000,26,145,"Saginaw County, MI",2014,89280,82718,6562,7.300000
CN2614700000000,26,147,"St. Clair County, MI",2014,73900,66598,7302,9.900000
CN2614900000000,26,149,"St. Joseph County, MI",2014,29013,27356,1657,5.700000
CN2615100000000,26,151,"Sanilac County, MI",2014,19722,18067,1655,8.400000
CN2615300000000,26,153,"Schoolcraft County, MI",2014,3538,3155,383,10.800000
CN2615500000000,26,155,"Shiawassee County, MI",2014,33275,30807,2468,7.400000
CN2615700000000,26,157,"Tuscola County, MI",2014,25232,23096,2136,8.500000
CN2615900000000,26,159,"Van Buren County, MI",2014,35519,32733,2786,7.800000
CN2616100000000,26,161,"Washtenaw County, MI",2014,186775,177805,8970,4.800000
CN2616300000000,26,163,"Wayne County, MI",2014,766626,689763,76863,10.000000
CN2616500000000,26,165,"Wexford County, MI",2014,14694,13453,1241,8.400000
CN2700100000000,27,001,"Aitkin County, MN",2014,6787,6349,438,6.500000
CN2700300000000,27,003,"Anoka County, MN",2014,189696,182015,7681,4.000000
CN2700500000000,27,005,"Becker County, MN",2014,17969,17129,840,4.700000
CN2700700000000,27,007,"Beltrami County, MN",2014,23413,22191,1222,5.200000
CN2700900000000,27,009,"Benton County, MN",2014,21633,20558,1075,5.000000
CN2701100000000,27,011,"Big Stone County, MN",2014,2583,2470,113,4.400000
CN2701300000000,27,013,"Blue Earth County, MN",2014,38765,37446,1319,3.400000
CN2701500000000,27,015,"Brown County, MN",2014,14133,13495,638,4.500000
CN2701700000000,27,017,"Carlton County, MN",2014,17487,16581,906,5.200000
CN2701900000000,27,019,"Carver County, MN",2014,53852,51937,1915,3.600000
CN2702100000000,27,021,"Cass County, MN",2014,14029,13053,976,7.000000
CN2702300000000,27,023,"Chippewa County, MN",2014,6921,6615,306,4.400000
CN2702500000000,27,025,"Chisago County, MN",2014,28735,27410,1325,4.600000
CN2702700000000,27,027,"Clay County, MN",2014,35589,34411,1178,3.300000
CN2702900000000,27,029,"Clearwater County, MN",2014,4547,4077,470,10.300000
CN2703100000000,27,031,"Cook County, MN",2014,3074,2905,169,5.500000
CN2703300000000,27,033,"Cottonwood County, MN",2014,5610,5323,287,5.100000
CN2703500000000,27,035,"Crow Wing County, MN",2014,31410,29603,1807,5.800000
CN2703700000000,27,037,"Dakota County, MN",2014,231677,223120,8557,3.700000
CN2703900000000,27,039,"Dodge County, MN",2014,11301,10841,460,4.100000
CN2704100000000,27,041,"Douglas County, MN",2014,19962,19237,725,3.600000
CN2704300000000,27,043,"Faribault County, MN",2014,7420,7043,377,5.100000
CN2704500000000,27,045,"Fillmore County, MN",2014,11108,10630,478,4.300000
CN2704700000000,27,047,"Freeborn County, MN",2014,16300,15608,692,4.200000
CN2704900000000,27,049,"Goodhue County, MN",2014,26835,25802,1033,3.800000
CN2705100000000,27,051,"Grant County, MN",2014,3294,3132,162,4.900000
CN2705300000000,27,053,"Hennepin County, MN",2014,672114,647217,24897,3.700000
CN2705500000000,27,055,"Houston County, MN",2014,10458,10002,456,4.400000
CN2705700000000,27,057,"Hubbard County, MN",2014,9465,8870,595,6.300000
CN2705900000000,27,059,"Isanti County, MN",2014,20336,19326,1010,5.000000
CN2706100000000,27,061,"Itasca County, MN",2014,21995,20578,1417,6.400000
CN2706300000000,27,063,"Jackson County, MN",2014,6309,6051,258,4.100000
CN2706500000000,27,065,"Kanabec County, MN",2014,8858,8202,656,7.400000
CN2706700000000,27,067,"Kandiyohi County, MN",2014,23798,22808,990,4.200000
CN2706900000000,27,069,"Kittson County, MN",2014,2388,2273,115,4.800000
CN2707100000000,27,071,"Koochiching County, MN",2014,6409,5868,541,8.400000
CN2707300000000,27,073,"Lac qui Parle County, MN",2014,3638,3466,172,4.700000
CN2707500000000,27,075,"Lake County, MN",2014,5673,5418,255,4.500000
CN2707700000000,27,077,"Lake of the Woods County, MN",2014,2396,2284,112,4.700000
CN2707900000000,27,079,"Le Sueur County, MN",2014,15653,14831,822,5.300000
CN2708100000000,27,081,"Lincoln County, MN",2014,3303,3163,140,4.200000
CN2708300000000,27,083,"Lyon County, MN",2014,15331,14795,536,3.500000
CN2708500000000,27,085,"McLeod County, MN",2014,19808,18909,899,4.500000
CN2708700000000,27,087,"Mahnomen County, MN",2014,2356,2225,131,5.600000
CN2708900000000,27,089,"Marshall County, MN",2014,5621,5252,369,6.600000
CN2709100000000,27,091,"Martin County, MN",2014,10273,9798,475,4.600000
CN2709300000000,27,093,"Meeker County, MN",2014,12901,12322,579,4.500000
CN2709500000000,27,095,"Mille Lacs County, MN",2014,12790,11940,850,6.600000
CN2709700000000,27,097,"Morrison County, MN",2014,17364,16295,1069,6.200000
CN2709900000000,27,099,"Mower County, MN",2014,20328,19568,760,3.700000
CN2710100000000,27,101,"Murray County, MN",2014,4871,4638,233,4.800000
CN2710300000000,27,103,"Nicollet County, MN",2014,19800,19209,591,3.000000
CN2710500000000,27,105,"Nobles County, MN",2014,11220,10841,379,3.400000
CN2710700000000,27,107,"Norman County, MN",2014,3327,3164,163,4.900000
CN2710900000000,27,109,"Olmsted County, MN",2014,82905,80098,2807,3.400000
CN2711100000000,27,111,"Otter Tail County, MN",2014,30991,29613,1378,4.400000
CN2711300000000,27,113,"Pennington County, MN",2014,8955,8511,444,5.000000
CN2711500000000,27,115,"Pine County, MN",2014,14655,13769,886,6.000000
CN2711700000000,27,117,"Pipestone County, MN",2014,4795,4617,178,3.700000
CN2711900000000,27,119,"Polk County, MN",2014,17194,16424,770,4.500000
CN2712100000000,27,121,"Pope County, MN",2014,6121,5899,222,3.600000
CN2712300000000,27,123,"Ramsey County, MN",2014,277177,266235,10942,3.900000
CN2712500000000,27,125,"Red Lake County, MN",2014,2278,2149,129,5.700000
CN2712700000000,27,127,"Redwood County, MN",2014,8036,7688,348,4.300000
CN2712900000000,27,129,"Renville County, MN",2014,8239,7802,437,5.300000
CN2713100000000,27,131,"Rice County, MN",2014,35132,33713,1419,4.000000
CN2713300000000,27,133,"Rock County, MN",2014,5678,5537,141,2.500000
